Prefix,Course Code,Course Name,Description,College
ITSS,ITSS4352,"ITSS 4352 Introduction to Web Analytics (3 semester credit hours) Introduces technologies and tools used to realize the full potential of websites. The course focuses on the collection and use of web data such as web traffic and visitor information to design websites that will enable firms to acquire, convert, and retain customers. Online advertising such as paid search and web analytics tools will also be included. Prerequisites", ITSS 3300 and (MATH 1326 or MATH 2414 or MATH 2419 or OPRE 3340) and (CS 2305 or MATH 2418 or MATH 2333 or OPRE 3333). (Same as BUAN 4352) (3-0) S,Naveen Jindal School of Management
ITSS,ITSS4353,"ITSS 4353 Business Analytics (3 semester credit hours) This course examines various data mining analytical techniques to extract business intelligence from firms' business data for various applications, including supervised and unsupervised learning analytic techniques, association, customer segmentation, classification, customer relationship management (CRM), personalization, online recommendation systems, and web mining. Students will also be exposed to various business intelligence software such as Python, R, XLMiner, SAS EnterpriseMiner, or SQL Server (depending on availability). Prerequisites", (ITSS 3312 or OPRE 3312 or BUAN 4381 or ITSS 4381) and (MATH 1326 or MATH 2414 or MATH 2419 or OPRE 3340) and (CS 2305 or MATH 2418 or MATH 2333 or OPRE 3333) and OPRE 3360. (Same as BUAN 4353 and OPRE 4353) (3-0) T,Naveen Jindal School of Management
ITSS,ITSS4354,"ITSS 4354 Advanced Big Data Analytics (3 semester credit hours) Advanced topics in supervised and unsupervised machine learning techniques using big data solutions such as Hive and Spark. Students explore the issues and challenges related to managing data within an organization. This course is designed to equip students with skills to address the business intelligence, data analysis, and data management needs of an organization. Students are introduced to machine learning techniques and big data technologies. Prerequisites", (ITSS 3312 or BUAN 4381 or ITSS 4381) and (BUAN 4320 or ITSS 4300) and (BUAN 4351 or ITSS 4351). (Same as BUAN 4354) (3-0) Y,Naveen Jindal School of Management
ITSS,ITSS4355,ITSS 4355 Data Visualization (3 semester credit hours) This course focuses on how to leverage new decision support technologies to improve organizational decision making. Students will explore various data visualization tools and review the foundational principles that guide their use. Prerequisites, (ITSS 3312 or BUAN 4381 or ITSS 4381) and (BUAN 4320 or ITSS 4300) and (BUAN 4351 or ITSS 4351). (Same as BUAN 4355) (3-0) Y,Naveen Jindal School of Management
ITSS,ITSS4356,"ITSS 4356 Data Governance (3 semester credit hours) Students will learn the principles, goals, and business drivers of data governance. Topics include metadata, data quality, master and reference data management, and appropriate uses of data and ethics. Students will evaluate various implements of data governance in organizations. The course is structured around the Certified Data Management Professional (CDMP) exam. Prerequisite", ITSS 3300. (3-0) S,Naveen Jindal School of Management
ITSS,ITSS4360,"ITSS 4360 Network and Information Security (3 semester credit hours) With the advances in information technology, the security of information assets has become a keenly debated issue for organizations. While much focus has been paid to technical aspects of the problem, managing information security requires more than technology. Effective information security management demands a clear understanding of technical as well as socio-organizational aspects of the problem. The purpose of this course is to prepare business decision makers who recognize the threats and vulnerabilities present in current information systems and who know how to design and develop secure systems. Prerequisites", ITSS 3300 and (MATH 1326 or MATH 2414 or MATH 2419 or OPRE 3340) and (CS 2305 or MATH 2418 or MATH 2333 or OPRE 3333). (3-0) Y,Naveen Jindal School of Management
ITSS,ITSS4361,"ITSS 4361 Information Technology Cybersecurity (3 semester credit hours) Students will explore IT Security as applicable to the eight security domains. This course allows students to master cybersecurity concepts and topics including security and risk management (legal, regulatory compliance), asset security (data classification, ownership, data security, and privacy), security engineering (security architecture, design, and security models), telecommunication and network security (perimeter protection, network attacks, IDS, IPS, firewalls), identity and access management (authentication, authorization, identity as a service), security assessment and testing, security operations (business continuity, disaster recovery, incident management, vulnerability and patch management), and software development security. This course is designed to prepare an individual with major concepts and topics and their applications as preparation for the Security + exam and Certified Information Systems Security Professional (CISSP) exam. Prerequisite", ITSS 4360. (3-0) Y,Naveen Jindal School of Management
ITSS,ITSS4362,"ITSS 4362 Cybersecurity Governance (3 semester credit hours) Students will gain a better understanding of the importance of Cybersecurity Governance, Risk, and Compliance. This course will cover governance methodologies, audits relating to information security, internal and external information security policy, standards and baselines, as well as compliance driven by laws, rules and regulations. The course will also focus on developing an understanding of the vital role that Information and Cyber Security play in achieving and supporting the overall objectives of an organization. Prerequisite", ITSS 4360. (3-0) S,Naveen Jindal School of Management
ITSS,ITSS4370,"ITSS 4370 Information Technology Infrastructure (3 semester credit hours) Management of the information technology within an organization is a critical activity. Students will be introduced to key issues relating to managing IT resources and IT projects. Topics include IT infrastructure, IT investment, management of IT, and planning and management of projects related to IT infrastructure. Prerequisites", ITSS 3300 and ITSS 4330 and (MATH 1326 or MATH 2414 or MATH 2419 or OPRE 3340) and (CS 2305 or MATH 2333 or MATH 2418 or OPRE 3333). (3-0) Y,Naveen Jindal School of Management
ITSS,ITSS4371,"ITSS 4371 Cloud Computing with AWS (3 semester credit hours) This course introduces cloud computing concepts, technologies, architecture and applications. Students will learn how to evaluate cloud computing requirements and solution options. Through hands-on exercises, students will learn how to use cloud infrastructure and the fundamental technologies. Prerequisite", ITSS 3300. (3-0) S,Naveen Jindal School of Management
ITSS,ITSS4380,"ITSS 4380 Advanced Database Management (3 semester credit hours) To provide the student with an in-depth knowledge of advanced topics relating to database administration, database design, and database manipulation. Students will learn advanced SQL techniques including PL/SQL. Students will also explore NoSQL database topics. At the end of the course, student will be able to effectively write advanced SQL and NoSQL queries and perform advanced database processing using triggers and stored procedures. Prerequisite", ITSS 4300. (3-0) S,Naveen Jindal School of Management
ITSS,ITSS4381,"ITSS 4381 Object Oriented Programming with Python (3 semester credit hours) Students will learn basic concepts of Object-Oriented Programming (OOP) and implement the ideas using Python, a scripting language. The classes will consist of lectures interwoven with hands-on coding that reinforces the language constructs as well as using functions from basic libraries. The students are required to bring in laptops to the class so that they can practice coding as a follow through during the lectures. The lectures will provide opportunities for the students to collaborate and learn (paired programming). Prerequisites", ITSS 3311 and (MATH 1326 or MATH 2414 or MATH 2419 or OPRE 3340) and (CS 2305 or MATH 2333 or MATH 2418 or OPRE 3333). (Same as BUAN 4381) (3-0) S,Naveen Jindal School of Management
ITSS,ITSS4382,"ITSS 4382 Applied Artificial Intelligence/Machine Learning (3 semester credit hours) This course provides a broad and detailed introduction to machine learning, data mining, and statistical pattern recognition. In this class, students will learn about the most effective machine learning techniques, and gain practice applying them to analyze business data. Regular course lectures will be used to deliver the main concepts and methods related to machine learning and AI. A number of in-class, hands-on exercises will be created to help students understand how to apply those techniques to solve some real-world business problems. Prerequisite", ITSS 3312 or BUAN 4381 or ITSS 4381. (Same as BUAN 4382) (3-0) S,Naveen Jindal School of Management
ITSS,ITSS4383,"ITSS 4383 Advanced Applied Artificial Intelligence/Machine Learning (3 semester credit hours) This course builds on the Applied Artificial Intelligence/Machine Learning course and covers more advanced topics, like deep learning and reinforcement learning. The course will emphasize the application of these methods to business problems. Prerequisites", (ITSS 3312 or BUAN 4381 or ITSS 4381) and (BUAN 4382 or ITSS 4382). (Same as BUAN 4383) (3-0) S,Naveen Jindal School of Management
ITSS,ITSS4395,"ITSS 4395 Capstone Senior Project - Information Systems (3 semester credit hours) This course is intended to complement theory and to provide an in-depth, hands-on experience in all aspects of a real business project. Students will work in teams as consultants on projects of interest to industry and will be involved in specifying the problem and its solution, designing and analyzing the solution, and developing recommended solutions. The deliverables will include reports that document these steps as well as a final project report, including the challenges faced by the team. Teams will also make presentations. Student groups will apply management information technology and information systems principles and techniques which may include the analysis, design, and/or testing of information systems. They will also analyze organizational impacts associated with acquiring, designing, developing, and delivering information systems solutions. Prerequisites", Junior or Senior standing and ITSS 4330 and ITSS 4351. Prerequisite or Corequisite: BCOM 4300. (3-0) S,Naveen Jindal School of Management
ITSS,ITSS4V81,ITSS4V81,,Naveen Jindal School of Management
ITSS,ITSS4V90,ITSS4V90,,Naveen Jindal School of Management
ITSS,ITSS4V95,ITSS4V95,,Naveen Jindal School of Management
MECO,MECO3300,MECO3300,,Naveen Jindal School of Management
MECO,MECO3330,"MECO 3330 Energy Economics (3 semester credit hours) This course builds on topics of market structure, competition, and optimal decision-making presented in intermediate microeconomics. Students gain an advanced understanding of the economic decisions faced by energy producers and consumers in today's society and learn to evaluate incentives faced by industry players and identify causes of and solutions to market inefficiencies. Topics include optimal resource depletion, competitive strategies and incentives for anti-competitive behavior, energy and environmental policy, and energy risk. Prerequisite", ECON 2302. (Same as ENGY 3330) (3-0) Y,Naveen Jindal School of Management
MECO,MECO3340,MECO3340,,Naveen Jindal School of Management
MECO,MECO3360,MECO3360,,Naveen Jindal School of Management
MECO,MECO3361,MECO3361,,Naveen Jindal School of Management
MECO,MECO4300,"MECO 4300 Energy Land Management (3 semester credit hours) This course is designed to give students a keen understanding of the important role that land law and management practices have for energy industry participants. The course begins by presenting land management activities within the broader energy supply chain and relating their importance to upstream and downstream activities, and then proceeds to a combination of practical experience analyzing Texas land leases and classroom case studies of mineral property rights, lease structure and acquisition, title transfers and recordation, and more. Prerequisite", OPRE 3310. (Same as ENGY 4300) (3-0) R,Naveen Jindal School of Management
MECO,MECO4303,"MECO 4303 Decisions, Behavior, and Business Policy (3 semester credit hours) This course introduces the tools of behavioral economics, decision and game theory and applies them to important questions of business and related policies pertaining to market design, regulation and innovation. Prerequisites", (BA 1310 or ECON 2302) and (BA 1320 or ECON 2301). (3-0) Y,Naveen Jindal School of Management
MECO,MECO4315,"MECO 4315 Behavioral Economics and Finance (3 semester credit hours) This course introduces students to behavioral models of decision making with particular attention to economic and finance decision making. These models incorporate the psychological biases, social objectives or bounds to rationality that human decision makers are known to exhibit. The course will also discuss ways in which policies or markets can be designed to take advantage of individuals' psychological biases to achieve desirable outcomes. Prerequisite", FIN 3320. (Same as FIN 4315) (3-0) R,Naveen Jindal School of Management
MECO,MECO4340,"MECO 4340 Thinking Strategically (3 semester credit hours) Good managerial decisions anticipate the actions of others - be they shareholders, competitors, customers, or employees. Using case studies, we learn how to apply analytical frameworks from decision analysis, psychology, and game theory to solve business problems. Prerequisite", OPRE 3360 or STAT 3360 or instructor consent required. (3-0) R,Naveen Jindal School of Management
MECO,MECO4342,MECO4342,,Naveen Jindal School of Management
MECO,MECO4351,MECO4351,,Naveen Jindal School of Management
MECO,MECO4352,"MECO 4352 Applied Econometrics and Time Series Analysis (3 semester credit hours) This course introduces students to the use of econometric and time series methods for the analysis of business data, paying particular attention to their uses in business forecasting. Prerequisite", STAT 3360 or OPRE 3360. (3-0) R,Naveen Jindal School of Management
MECO,MECO4370,"MECO 4370 Data Science Decision Making (3 semester credit hours) This course provides an introductory level examination of extracting knowledge from data utilizing various statistical and scientific methods. The course explains how to manipulate and analyze data and how to incorporate it into the business decision process. Topics include analyzing the decision to determine what data is needed, evaluating the accuracy of data, structuring a decision problem, and measuring risk and the overall trade-offs. Students will learn a systematic approach to analyze complex decisions and techniques for communicating decision problems and solutions to data savvy business managers. Prerequisite", OPRE 3360 or STAT 3360 or instructor consent required. (3-0) R,Naveen Jindal School of Management
MECO,MECO4V90,MECO4V90,,Naveen Jindal School of Management
MKT,MKT3300,MKT3300,,Naveen Jindal School of Management
MKT,MKT3320,"MKT 3320 Product and Brand Management (3 semester credit hours) This course discusses concepts and cases of planning, building, measuring and management of brands and products. It covers topics such as product management, branding, brand equity, product and service quality, brand positioning, perceptual mapping, long term brand management, and the product life cycle. An estimated 20 Community Engagement hours can be earned in this course. Prerequisite", MKT 3300. (3-0) Y,Naveen Jindal School of Management
MKT,MKT3330,"MKT 3330 Introduction to Professional Selling (3 semester credit hours) The course is the introduction to professional sales and sales management. It will focus on the fundamentals of building and maintaining mutual beneficial business relationships. Emphasis will be placed on sales skills such as prospecting, making the sales call, developing compelling presentations, responding to objections, and closing the deal. Additionally, the course will provide insight into channel management such as design, functions, logistics, supply chain, and channel relationships. Prerequisite", A minimum of 45 semester credit hours completed. (3-0) Y,Naveen Jindal School of Management
MKT,MKT3331,"MKT 3331 Principles of Category Management (3 semester credit hours) In this course, students receive instruction on identifying the business development focus of category management. Our corporate partners contribute to this class by coming into our classrooms and providing for store visits. Our technology partners provide students with access to their services. In this course, students develop an understanding of industry history, terminology, and the business acumen necessary to take upper-level classes in the Consumer Packaged Goods (CPG) industry. Prerequisite or Corequisite", MKT 3300. (3-0) Y,Naveen Jindal School of Management
MKT,MKT3340,"MKT 3340 Marketing Research (3 semester credit hours) This course provides an overview of the entire marketing research process, which involves collecting and analyzing data to facilitate better marketing decisions. Specific topics include problem definition, research design, use of secondary data, collecting primary data, designing surveys, sampling, fieldwork, basic data analysis, and reporting of findings. Students are expected to know basic marketing and have an aptitude for quantitative analysis. An estimated 20 Community Engagement hours can be earned if class project is applied to a nonprofit organization. Prerequisites", MKT 3300 and (STAT 3360 or OPRE 3360). (3-0) Y,Naveen Jindal School of Management
MKT,MKT3V92,"MKT 3V92 European Marketing Studies (1-3 semester credit hours) This course familiarizes students with the historical, social, economic, and political background of nations in Europe. Students will learn about the marketing environment of the area and participate in seminars on firms that operate in and have a marketing impact in the area. Prerequisites", MKT 3300 and instructor consent required. ([1-3]-0) R,Naveen Jindal School of Management
MKT,MKT4090,MKT4090,,Naveen Jindal School of Management
MKT,MKT4320,MKT 4320 International Marketing (3 semester credit hours) Analysis of the environment of international marketing. Survey of techniques of international marketing management. Prerequisite, MKT 3300. Prerequisite or Corequisite: IMS 3310. (Same as IMS 4320) (3-0) Y,Naveen Jindal School of Management
MKT,MKT4330,"MKT 4330 Digital and Internet Marketing (3 semester credit hours) The course provides an introduction to using marketing in the digital and social media environment. The course places special emphasis on using different platforms and on best practices in email, search engine optimization, paid search, social media, and web analytics. Students will learn how to create and manage a paid search advertising campaign using Google AdWords with the option of becoming Adwords certified (Fundamentals exam required). An estimated 10 hours of community engagement experience can be earned if the project is performed for a nonprofit organization. Prerequisite", MKT 3300. (Same as ENTP 4335) (3-0) Y,Naveen Jindal School of Management
MKT,MKT4331,MKT4331,,Naveen Jindal School of Management
MKT,MKT4332,"MKT 4332 Advanced Professional Sales (3 semester credit hours) The course covers advanced personal selling skills, practices and programs. Emphasis will be placed on sales, presentations, demonstrations, advanced sales techniques, advanced communication, and relationship-building skills. Various corporate sales strategies for both consumer and business sales will be explored. This course is intended to prepare students for competitive sales situations and competitions and is primarily intended for students interested in sales careers. An estimated 40 Community Engagement Hours can be earned in this class. Prerequisite", MKT 3330. (3-0) Y,Naveen Jindal School of Management
MKT,MKT4333,"MKT 4333 Retail Operations (3 semester credit hours) This course provides students with a comprehensive view of retailing and applications of operations management/marketing concepts in a practical retail environment. Topics include omnichannel operations, merchandising and promotions, demand forecasting, product availability, assortment planning, customer value and satisfaction, pricing and revenue management, technology and innovation, and impact on financial performance and sustainability. It follows industry trends to focus on how companies design and manage retail environments. Prerequisite", MKT 3300. (Same as OPRE 4345) (3-0) S,Naveen Jindal School of Management
MKT,MKT4334,"MKT 4334 Social Media Marketing (3 semester credit hours) This course focuses on special considerations in social media market research, consumer behavior, and segmentation as well as developing a sound social media strategy (content curation) and content management. The course also familiarizes students with best practices, case studies, and tactical considerations using current popular platforms, YouTube, and others. The metrics of social media will also be covered using both the tools provided by these platforms and third-party tools. Prerequisite", MKT 3300. (3-0) S,Naveen Jindal School of Management
MKT,MKT4335,"MKT 4335 Category Buying (3 semester credit hours) This course is designed to introduce the concepts of buying, purchasing, sourcing, procurement, replenishment, and category management. In addition the course will touch on primary negotiation techniques, pricing, discounts, and allowances. Finally, this course will be comprised of a ""hands on"" approach though the use of cases and role plays to provide real life scenarios the student will experience in the buyer's role. Prerequisites", MKT 3300 and MKT 3330. (3-0) Y,Naveen Jindal School of Management
MKT,MKT4336,"MKT 4336 E-Retailing (3 semester credit hours) The course provides a review of online sales strategies of products and services through web stores, auction sites, and other virtual platforms. Students will gain a familiarity with successful and emerging web and mobile retailing strategies and understand the impact of those strategies on overall retail sales and the organization's omnichannel strategy. The customer journey will be discussed along with measurement tools to be used for measuring and understanding customer behavior. Prerequisite", MKT 3300. (3-0) Y,Naveen Jindal School of Management
MKT,MKT4337,"MKT 4337 Marketing Analytics (3 semester credit hours) This course is designed for those interested in an entry-level marketing analytics position. Students will analyze data to make key marketing decisions such as which customers to target to increase profitability or which new products to introduce to build incremental business. Students will also be introduced to software products used in the analysis of sales, marketing, and distribution data. Prerequisite", MKT 3300. (Same as BUAN 4337 and OPRE 4337) (3-0) Y,Naveen Jindal School of Management
MKT,MKT4338,"MKT 4338 Marketing Content Creation (3 semester credit hours) This course is a hands-on course that will prepare the student for the various jobs in which marketing content is created and disseminated in today's marketing and advertising communities. This includes everything from blogging and vlogging (video blogging), creating content for social networks, online advertising, and other digital platforms. Prerequisite", MKT 3300. (3-0) Y,Naveen Jindal School of Management
MKT,MKT4339,"MKT 4339 AI-Driven Content Creation and Campaign Management (3 semester credit hours) This course teaches the necessary techniques to create and test effective marketing campaigns using AI technology. Students will purchase and utilize industry-standard applications used by professional marketers to manipulate images for testing in multiple mediums such as paid and unpaid social media, print, outdoor. The course will also focus on understanding the implications of these new technologies for business strategy, as well as the economic and societal implications. Prerequisite", MKT 3300. (3-0) Y,Naveen Jindal School of Management
MKT,MKT4340,"MKT 4340 Consumer Behavior (3 semester credit hours) This course covers the theories and research findings to understand how and why consumers make purchase decisions. Topics include information search and information processing models, perception, evaluation of alternatives, consideration set formation and psychological aspects of household decision making. Students apply these concepts to practical design and marketing of new products. Prerequisite", MKT 3300. (3-0) Y,Naveen Jindal School of Management
MKT,MKT4341,"MKT 4341 Predictive Analytics (3 semester credit hours) This course is designed for those interested in a career in data science and marketing analytics. Students will analyze data from large databases to make data-driven decisions based on advanced statistical analysis like regression analysis and predictive modeling. Our approach will be based on machine learning concepts for analyzing people and firms' behavior in the market. Students will work on several datasets, write consulting reports, and be exposed to industry tools and software. Prerequisites", MKT 3300 and (OPRE 3360 or STAT 3360). (3-0) Y,Naveen Jindal School of Management
MKT,MKT4350,"MKT 4350 Advertising (3 semester credit hours) This course examines the principles and practices of advertising, promotions and integrate marketing communications. public relations and promotions. Topics include"," history and evolution of advertising, advertising research, international advertising, the role of the ad agency; the advertising plan based on marketing, segmentation research, and consumer behavior; integrated marketing communications; communication goals and measurement, advertising, budgeting, advertising buying, media planning and media scheduling; and art, copy, creativity, and production of ads in different media. We also discuss social, ethical, and legal issues in advertising. Effective and ineffective ads are critically analyzed. Social, ethical and legal issues in advertising are integrated throughout the course. Prerequisites: MKT 3300. (3-0) Y",Naveen Jindal School of Management
MKT,MKT4360,"MKT 4360 Social Impact Marketing (3 semester credit hours) This course engages students in a marketing project that addresses an opportunity or challenge in the social sector. The social sector includes nonprofit organizations, foundations, and other social enterprises. Students will be exposed to readings, research, seminars, possible site visits, guest lectures, reflection, and project planning and management as they may create marketing plans, advertising, and social media campaigns or fundraising strategies, for example, for a community partner. This course will satisfy the required community engagement experience. Prerequisite", MKT 3300. (3-0) Y,Naveen Jindal School of Management
MKT,MKT4370,"MKT 4370 Marketing Projects (3 semester credit hours) Sponsored by local industries, these projects provide the students an opportunity to apply the skills and knowledge gained to solve real world challenging problems in the area of marketing. Students will interact with industry leaders and gain some industry specific knowledge. Subject to availability, check with the marketing department before enrolling. Prerequisite", MKT 3300. (3-0) Y,Naveen Jindal School of Management
MKT,MKT4390,MKT 4390 Advanced Marketing Analytics (3 semester credit hours) This course prepares students for a career in marketing analytics. This course involves an introductory look at analyzing data using a set of statistical tools to assist with good decision making and predicting outcomes based on predictive models. The methods discussed in the course are used in many areas for various purposes including cross-selling and customer relationship building. Prerequisites, MKT 3300 and MKT 4337 and (OPRE 3360 or STAT 3360). (3-0) Y,Naveen Jindal School of Management
MKT,MKT4395,"MKT 4395 Capstone Senior Project - Marketing (3 semester credit hours) This course is intended to complement theory and provide an in-depth, hands-on experience in all aspects of a real business project. Students will work in teams as consultants on projects of interest to the industry and will be involved in specifying the problem and its solution, designing and analyzing the solution, and developing recommended solutions. The deliverables will include reports that document these steps as well as a final project report, including the challenges faced by the team. Students are expected to make comprehensive marketing decisions via the case analysis method. Also, students will either develop a marketing plan for a client organization or use a marketing simulation to learn how to make and implement comprehensive marketing decisions associated with socially responsible products, promotions, pricing, and channel distribution practices. The course integrates the strategic and tactical aspects of marketing while identifying ethical marketing practices. Prerequisites", Junior or Senior standing and MKT 3330 and MKT 4330. Prerequisite or Corequisite: BCOM 4300. (3-0) S,Naveen Jindal School of Management
MKT,MKT4V83,MKT4V83,,Naveen Jindal School of Management
MKT,MKT4V90,MKT4V90,,Naveen Jindal School of Management
MKT,MKT4V93,MKT4V93,,Naveen Jindal School of Management
OBHR,OBHR3310,"OBHR 3310 Organizational Behavior (3 semester credit hours) An integrated social science approach is taken to enable students to better understand their work environments and the issues that arise from the complex interplay among organizational members. This course explores theories and concepts derived from diverse fields such as psychology, sociology, economics, and anthropology. The topics include"," motivation, attitudes, ethics, communication, leadership, teamwork, power, negotiation, and culture. (3-0) S",Naveen Jindal School of Management
OBHR,OBHR3311,"OBHR 3311 Principles of Management (3 semester credit hours) This course will introduce students to the connections between areas in management, emphasizing the role that organizational behavior plays in the functioning of the organization. Students will have the opportunity to learn and implement ideas through the use of exercises and case studies. The student will gain useful tools to identify problems in organizations, apply solutions and understand outcomes. Prerequisite", Junior or Senior standing. (3-0) S,Naveen Jindal School of Management
OBHR,OBHR3320,"OBHR 3320 Groups and Teams (3 semester credit hours) This course focuses on how groups and teams can be used to maximize organizational success. Students will be introduced to theories and concepts that will allow them to analyze and manage groups in organizations. Topics will include building teams, managing teams, the opportunities and challenges of diversity in teams, managing conflict, and leadership. Practical experience will be developed through the use of exercises, case-studies, and the completion of a team project. Prerequisite", OBHR 3310. (3-0) T,Naveen Jindal School of Management
OBHR,OBHR3330,OBHR3330,,Naveen Jindal School of Management
OBHR,OBHR4090,OBHR4090,,Naveen Jindal School of Management
OBHR,OBHR4300,"OBHR 4300 Management of Non-Profit Organizations (3 semester credit hours) This course examines the role of non-profit organizations in today's society and discusses the challenges of managing a non-profit both internally and externally concerning areas such as leadership, mission, program planning, budgeting, personnel, marketing, fundraising, volunteerism, and cross-sector collaboration. Prerequisite", Junior or Senior standing. (3-0) Y,Naveen Jindal School of Management
OBHR,OBHR4310,OBHR 4310 Business Ethics (3 semester credit hours) This course examines ethical and socio-political issues and concepts that relate to management in a global business environment. Leaders increasingly need to be aware of potential threats and opportunities in their environments and many stem from value and cultural differences that most managers are not trained to resolve. Prerequisite, OBHR 3310 or OBHR 3330. (3-0) S,Naveen Jindal School of Management
OBHR,OBHR4331,"OBHR 4331 Compensation and Benefits Administration (3 semester credit hours) This course focuses on how managers can strategically utilize compensation to attract, retain, and motivate qualified employees. Students will gain an understanding of the multidisciplinary theories underlying pay system design and implementation. Attention will be given to principles underlying successful compensation systems, including internal alignment, external competitiveness, and pay-for-performance. Prerequisite", OBHR 3330. (3-0) Y,Naveen Jindal School of Management
OBHR,OBHR4333,"OBHR 4333 Performance Management (3 semester credit hours) This course examines the continuous process of identifying, measuring, and developing the performance of individuals and teams, and aligning their performance with the strategic goals of the organization. Special attention will be placed on developing performance management systems for small and large, for-profit and not-for-profit, and domestic and global organizations, and in all industry segments. Prerequisite", OBHR 3330. (3-0) T,Naveen Jindal School of Management
OBHR,OBHR4334,"OBHR 4334 Talent Acquisition and Management (3 semester credit hours) This course focuses on the effective management of the flow of talent into and through organizations. It covers human resource planning, recruiting and selection, career transitions, and other workforce movement. An important goal of the class will be to provide opportunities to develop hands-on skills that are relevant to effectively managing talent flow. Acquisition and development of human resources in organizations and career management for individuals. Some emphasis on using data systems to perform human resource planning, job analysis, recruitment, selection, on-boarding, socialization, career development, succession planning, and withdrawal from work. Prerequisite", OBHR 3330. (3-0) T,Naveen Jindal School of Management
OBHR,OBHR4335,"OBHR 4335 Training and Development (3 semester credit hours) This course focuses on the effective development of talent within organizations. It covers issues such as training needs analysis, training curriculum design, training delivery, management and leadership development, the role of experience in skills development, and the evaluation of training and development initiatives. The course will equip the student to determine when training is appropriate, what type of training (content and delivery) is needed, when alternatives to training are better suited to meet the organization's objectives, and how to determine the return on investment in training. Prerequisite", OBHR 3330. (3-0) T,Naveen Jindal School of Management
OBHR,OBHR4336,"OBHR 4336 Labor and Employee Relations (3 semester credit hours) Introduces students to labor relations and collective bargaining; covers the parties (union and management), the legal framework, union structure and administration, the employer role, union organizing, bargaining issues, the negotiation process, grievances and arbitration, and public sector labor relations. Provides a historical overview of the American labor movement, of workers and unions in American society, including the how and why workers join unions, how unions are structured and function, how organizations respond to unions, and how unions and management bargain a contract. Prerequisite", OBHR 3330. (3-0) T,Naveen Jindal School of Management
OBHR,OBHR4337,OBHR 4337 HR Analytics (3 semester credit hours) Introduces students to HR analytics," the systematic collection, analysis, and interpretation of data designed to improve decisions about talent and the organization as a whole. The course will prepare students to determine the HR metrics that align with an organization's strategic goals, the characteristics of high quality data, and equip them to find and collect that data. It provides a high-level introduction to common analysis techniques, mistakes to avoid when interpreting data, how to take the results of HR Analytics initiatives and communicate the findings in a compelling manner, and keys to executing the change follow. Prerequisite: OBHR 3330. (3-0) T",Naveen Jindal School of Management
OBHR,OBHR4338,"OBHR 4338 Managing Diversity in Organizations (3 semester credit hours) This course focuses on the social processes experienced by persons in the workplace as they interact with and work with persons who are different from themselves. The phenomenon of difference can be a source of both destructive and productive outcomes in the work setting. The course will explore the dynamics of difference from the perspective of surface level diversity dimensions (e.g., race, sex, age, ethnicity) as well as deep-level diversity dimensions (e.g., function, religion, sexual orientation, education). Prerequisite", OBHR 3310 or OBHR 3330. (3-0) T,Naveen Jindal School of Management
OBHR,OBHR4339,"OBHR 4339 Human Resource Management Technology and Systems (3 semester credit hours) This course provides a comprehensive understanding of Human Resource Management (HRM), Human Resource Information Systems (HRIS), and Human Resource Management Systems (HRMS), including their unique features and functionalities. Students will learn how different roles interact with HRM systems and explore how these systems integrate with HR workflow and the employment lifecycle. Through practical demonstrations, students will gain hands-on experience navigating HRM systems and learn to apply them in employee records, recruiting, performance management, talent management, succession planning, compensation planning, and organizational planning. The course will also examine considerations for scaling and sizing businesses and selecting appropriate HRM technology. Upon completion of the course, students will be equipped with practical skills and knowledge to operate and apply HRM systems in their organizations, enhancing HR processes and driving business success. Prerequisite", OBHR 3330. (3-0) Y,Naveen Jindal School of Management
OBHR,OBHR4350,OBHR 4350 Introduction to Leading and Managing (3 semester credit hours) This course will deal with theories and techniques of leadership and management. The course will start with a general overview of major theories on leadership and management. The main focus of this course is on the relationship between individual action and group and organizational performance. Prerequisite, OBHR 3310 or OBHR 3330. (3-0) Y,Naveen Jindal School of Management
OBHR,OBHR4352,"OBHR 4352 Negotiation and Dispute Resolution (3 semester credit hours) This course explores the theories, processes, and practical techniques of negotiation so that students can successfully negotiate and resolve disputes in a variety of situations including interpersonal and group settings. Emphasis is placed on understanding influence and conflict resolution strategies; identifying interests, issues, and positions of the parties involved; analyzing co-negotiators, their negotiation styles, and the negotiation situations; and managing the dynamics associated with most negotiations. Practical skills are developed through the use of simulations and exercises. Prerequisites", Junior or Senior standing and (OBHR 3310 or OBHR 3330). (3-0) Y,Naveen Jindal School of Management
OBHR,OBHR4354,"OBHR 4354 Leading Organizational Change (3 semester credit hours) This course will emphasize practical skills required to be an effective change agent. Theories and techniques of planned and transformative organizational change will be discussed, along with topics that include change agent entry in change projects, negotiating role expectations, contracting, diagnostic interviewing and needs assessment, overcoming resistance to change, large group intervention processes, and cross-cultural differences in leadership expectations. Prerequisite", OBHR 3310 or OBHR 3330. (3-0) T,Naveen Jindal School of Management
OBHR,OBHR4356,"OBHR 4356 Power and Influence in Organizations (3 semester credit hours) This course will examine the role that power plays in organizations and the ways in which influence can be developed and used to increase individual power. Focus will be placed on how individuals can increase their power from anywhere within the organization. Topics will include functions of power, sources of power, assessing power in organizations, and personal influence strategies and tactics. Prerequisite", OBHR 3310 or OBHR 3330. (3-0) Y,Naveen Jindal School of Management
